Onnett_id;Osall_id;Henkilo_id;Osnro;Kulj_matk;Ikä;Sukupuoli;Kortti;Seuraus;Seuraussel;Kulj_kans;Ajokortlk;Ajokortikä
6551782;11677943;11520814;1;KU;20;N;;0;ei henkilövahinkoa;;;
6551782;11677944;11520815;2;KU;24;M;;0;ei henkilövahinkoa;;;
6580617;11677952;11520824;1;KU;78;M;;0;ei henkilövahinkoa;;;
6580617;11677953;11520825;2;MA;59;M;;0;ei henkilövahinkoa;;;
6580617;11677953;11520826;2;KU;55;M;;L;loukkaantunut;;;
6571962;11677972;11521122;1;KU;18;M;X;0;ei henkilövahinkoa;;;
6571962;11677973;11521123;2;KU;;;;0;ei henkilövahinkoa;;;
6673527;11677994;11521146;1;KU;44;M;;0;ei henkilövahinkoa;;;
6673527;11677995;11521147;2;KU;;;;0;ei henkilövahinkoa;;;
6565101;11678000;11521152;1;MA;9;N;;0;ei henkilövahinkoa;;;
6565101;11678000;11521153;1;MA;7;N;;0;ei henkilövahinkoa;;;
6565101;11678000;11521154;1;KU;40;N;;0;ei henkilövahinkoa;;;
6565101;11678001;11521155;2;KU;58;M;;L;loukkaantunut;;;
6490335;11678803;11521180;1;KU;49;N;;0;ei henkilövahinkoa;;;
6490335;11678804;11521181;2;KU;77;M;;0;ei henkilövahinkoa;;;
6500849;11678860;11521523;1;KU;42;N;;0;ei henkilövahinkoa;;;
6500849;11678861;11521524;2;KU;45;M;O;0;ei henkilövahinkoa;;;
6478411;11678867;11521530;1;KU;56;N;;0;ei henkilövahinkoa;;;
6478411;11678868;11521531;2;KU;49;M;;0;ei henkilövahinkoa;;;
6588145;11681107;11521927;1;KU;44;M;;0;ei henkilövahinkoa;;;
6588145;11681108;11521928;2;MA;22;N;;0;ei henkilövahinkoa;;;
6588145;11681108;11521929;2;KU;23;M;O;0;ei henkilövahinkoa;;;
6479249;11681347;11521953;1;KU;62;N;;0;ei henkilövahinkoa;;;
6479249;11681348;11521954;2;KU;51;N;;0;ei henkilövahinkoa;;;
6617815;11681362;11521976;1;KU;24;M;;0;ei henkilövahinkoa;;;
6617815;11681363;11521977;2;KU;18;M;;0;ei henkilövahinkoa;;;
6595203;11681370;11521985;1;MA;24;M;;0;ei henkilövahinkoa;;;
6595203;11681370;11521986;1;MA;24;M;;0;ei henkilövahinkoa;;;
6595203;11681370;11521987;1;MA;22;N;;0;ei henkilövahinkoa;;;
6595203;11681370;11521988;1;KU;24;M;;0;ei henkilövahinkoa;;;
6595203;11681371;11521989;2;MA;20;M;;0;ei henkilövahinkoa;;;
6595203;11681371;11521990;2;MA;20;M;;0;ei henkilövahinkoa;;;
6595203;11681371;11521991;2;KU;18;M;;0;ei henkilövahinkoa;;;
6500852;11681392;11522283;1;KU;19;N;;L;loukkaantunut;;;
6500852;11681393;11522284;2;KU;42;M;;0;ei henkilövahinkoa;;;
6536868;11681401;11522292;1;KU;61;M;;0;ei henkilövahinkoa;;;
6536868;11681402;11522293;2;KU;61;M;;0;ei henkilövahinkoa;;;
6510421;11681405;11522296;1;KU;16;M;O;0;ei henkilövahinkoa;;;
6510421;11681405;11522297;1;MA;;M;;0;ei henkilövahinkoa;;;
6510421;11681405;11522298;1;MA;;M;;0;ei henkilövahinkoa;;;
6510421;11681406;11522299;2;KU;;M;;0;ei henkilövahinkoa;;;
6481497;11681411;11522309;1;MA;38;M;;L;loukkaantunut;;;
6481497;11681411;11522310;1;KU;38;M;;L;loukkaantunut;;;
6490458;11681414;11522313;1;KU;44;M;;0;ei henkilövahinkoa;;;
6490331;11681665;11522333;1;KU;74;M;;0;ei henkilövahinkoa;;;
6490331;11681666;11522334;2;KU;79;M;;0;ei henkilövahinkoa;;;
6502372;11681684;11522353;1;KU;67;M;;0;ei henkilövahinkoa;;;
6502372;11681685;11522354;2;KU;17;M;;0;ei henkilövahinkoa;;;
6595284;11681718;11516517;1;KU;41;N;;0;ei henkilövahinkoa;;;
6595284;11681718;11516518;1;MA;;M;;0;ei henkilövahinkoa;;;
6527888;11681944;11516536;1;MA;25;M;;0;ei henkilövahinkoa;;;
6527888;11681944;11516537;1;KU;20;N;;0;ei henkilövahinkoa;;;
6527888;11681945;11516538;2;KU;45;M;;0;ei henkilövahinkoa;;;
6527888;11681946;11516539;3;KU;20;M;;0;ei henkilövahinkoa;;;
6536871;11681955;11516558;1;KU;21;M;;0;ei henkilövahinkoa;;;
6536871;11681956;11516559;2;KU;59;N;;0;ei henkilövahinkoa;;;
6490338;11681968;11516571;1;KU;50;N;;0;ei henkilövahinkoa;;;
6513644;11681971;11516574;1;KU;38;M;;0;ei henkilövahinkoa;;;
6513644;11681972;11516575;2;KU;29;M;;0;ei henkilövahinkoa;;;
6521354;11681973;11516576;1;MA;53;M;;0;ei henkilövahinkoa;;;
6521354;11681973;11516577;1;KU;40;M;;0;ei henkilövahinkoa;;;
6645472;11681978;11516846;1;KU;53;M;;0;ei henkilövahinkoa;;;
6645472;11681979;11516847;2;KU;45;M;;0;ei henkilövahinkoa;;;
6677962;11682214;11516889;1;KU;;M;X;0;ei henkilövahinkoa;;;
6793083;11682269;11517221;1;KU;74;N;;0;ei henkilövahinkoa;;;
6732319;11682514;11517248;1;KU;38;N;;0;ei henkilövahinkoa;;;
6732319;11682515;11517249;2;KU;16;M;;0;ei henkilövahinkoa;;;
6565015;11682524;11517260;1;KU;24;M;;0;ei henkilövahinkoa;;;
6698128;11682538;11517278;1;KU;39;M;;0;ei henkilövahinkoa;;;
6698128;11682539;11517279;2;KU;75;M;;0;ei henkilövahinkoa;;;
6751017;11682542;11517283;1;KU;45;M;;0;ei henkilövahinkoa;;;
6751018;11682549;11517561;1;KU;15;M;;L;loukkaantunut;;;
6751018;11682550;11517562;2;KU;35;M;;0;ei henkilövahinkoa;;;
6763902;11682829;11517933;1;KU;48;M;;0;ei henkilövahinkoa;;;
6837172;11682844;11517951;1;KU;30;M;;0;ei henkilövahinkoa;;;
6825371;11683106;11518015;1;KU;20;M;;0;ei henkilövahinkoa;;;
6825371;11683107;11518283;2;KU;20;M;;0;ei henkilövahinkoa;;;
6825371;11683108;11518284;3;KU;;M;;0;ei henkilövahinkoa;;;
6825371;11683108;11518285;3;MA;;M;;0;ei henkilövahinkoa;;;
6748473;11683112;11518289;1;KU;;M;;0;ei henkilövahinkoa;;;
6748473;11683112;11518290;1;MA;;M;;0;ei henkilövahinkoa;;;
6796739;11683116;11518294;1;KU;64;M;;0;ei henkilövahinkoa;;;
6906237;11683327;11518331;1;KU;44;M;;0;ei henkilövahinkoa;;;
6906237;11683328;11518332;2;KU;24;M;;0;ei henkilövahinkoa;;;
6875756;11683333;11518337;1;KU;24;M;;0;ei henkilövahinkoa;;;
6875756;11683334;11518338;2;KU;28;M;;0;ei henkilövahinkoa;;;
6777118;11683364;11518370;1;KU;;N;;0;ei henkilövahinkoa;;;
6777118;11683364;11518371;1;MA;;N;;0;ei henkilövahinkoa;;;
6849916;11683375;11518650;1;KU;24;N;;L;loukkaantunut;;;
6825515;11683376;11518651;1;KU;;M;;0;ei henkilövahinkoa;;;
6799804;11683379;11518654;1;KU;;M;;0;ei henkilövahinkoa;;;
6825391;11683588;11518681;1;KU;56;M;;K;kuollut;;;
6825391;11683589;11518682;2;KU;27;M;;L;loukkaantunut;;;
6777105;11683594;11518687;1;KU;77;M;;K;kuollut;;;
6777105;11683595;11518688;2;KU;48;M;;0;ei henkilövahinkoa;;;
6881882;11683597;11518690;1;MA;43;N;;0;ei henkilövahinkoa;;;
6881882;11683597;11518691;1;KU;43;M;;0;ei henkilövahinkoa;;;
6881882;11683598;11518692;2;KU;63;M;;0;ei henkilövahinkoa;;;
6854905;11683603;11518698;1;KU;19;N;X;0;ei henkilövahinkoa;;;
6917844;11683615;11518714;1;KU;54;M;;0;ei henkilövahinkoa;;;
6914444;11683826;11519025;1;KU;55;M;;0;ei henkilövahinkoa;;;
6914444;11683827;11519026;2;KU;28;N;;0;ei henkilövahinkoa;;;
6914444;11683827;11519027;2;MA;;M;;0;ei henkilövahinkoa;;;
6914444;11683827;11519028;2;MA;;M;;0;ei henkilövahinkoa;;;
6914444;11683827;11519029;2;MA;;M;;0;ei henkilövahinkoa;;;
6914444;11683827;11519030;2;MA;;M;;0;ei henkilövahinkoa;;;
6914444;11683827;11519031;2;MA;;N;;0;ei henkilövahinkoa;;;
6916112;11683828;11519032;1;KU;63;M;;L;loukkaantunut;;;
6886329;11683851;11519064;1;KU;51;N;;0;ei henkilövahinkoa;;;
6886329;11683852;11519065;2;KU;41;M;;0;ei henkilövahinkoa;;;
6896667;11683876;11519093;1;KU;36;M;;0;ei henkilövahinkoa;;;
6896667;11683876;11519094;1;MA;;M;;0;ei henkilövahinkoa;;;
6893249;11683880;11519363;1;KU;18;N;X;0;ei henkilövahinkoa;;;
6875670;11683887;11519374;1;KU;37;M;;0;ei henkilövahinkoa;;;
6875670;11683888;11519375;2;KU;25;N;;0;ei henkilövahinkoa;;;
6849951;11684100;11519383;1;KU;;M;;0;ei henkilövahinkoa;;;
6849951;11684100;11519384;1;MA;;M;;0;ei henkilövahinkoa;;;
6901398;11684104;11519388;1;KU;24;N;;0;ei henkilövahinkoa;;;
6901398;11684105;11519389;2;KU;40;M;;0;ei henkilövahinkoa;;;
6864870;11684125;11519429;1;KU;51;N;;0;ei henkilövahinkoa;;;
6864870;11684126;11519430;2;KU;25;M;;0;ei henkilövahinkoa;;;
6896677;11684174;11519756;1;MA;39;N;;0;ei henkilövahinkoa;;;
6896677;11684174;11519757;1;KU;47;M;;0;ei henkilövahinkoa;;;
6896677;11684174;11519758;1;MA;10;M;;0;ei henkilövahinkoa;;;
6896677;11684174;11519759;1;MA;8;N;;0;ei henkilövahinkoa;;;
6896677;11684174;11519760;1;MA;7;M;;0;ei henkilövahinkoa;;;
6896677;11684174;11519761;1;MA;4;N;;0;ei henkilövahinkoa;;;
6881887;11684177;11519766;1;KU;30;M;;0;ei henkilövahinkoa;;;
6881887;11684411;11519767;2;KU;29;M;;0;ei henkilövahinkoa;;;
6881887;11684411;11519768;2;MA;;N;;L;loukkaantunut;;;
6893233;11684415;11519772;1;KU;46;M;;0;ei henkilövahinkoa;;;
6893233;11684416;11519773;2;KU;38;M;;0;ei henkilövahinkoa;;;
6825337;11684423;11519783;1;KU;18;M;X;0;ei henkilövahinkoa;;;
6894648;11684438;11519804;1;KU;41;N;;0;ei henkilövahinkoa;;;
6894648;11684439;11519805;2;KU;67;M;;0;ei henkilövahinkoa;;;
6875690;11684450;11519820;1;KU;21;M;O;L;loukkaantunut;;;
6807568;11684456;11519826;1;KU;46;N;;0;ei henkilövahinkoa;;;
6807568;11684457;11519827;2;KU;46;M;;0;ei henkilövahinkoa;;;
6888298;11684751;11520177;1;KU;23;N;;0;ei henkilövahinkoa;;;
6888298;11684752;11520178;2;KU;35;N;;0;ei henkilövahinkoa;;;
6773728;11685099;11520855;1;MA;42;N;;L;loukkaantunut;;;
6773728;11685099;11520856;1;KU;41;M;;0;ei henkilövahinkoa;;;
6709108;11685401;11520929;1;KU;33;N;;0;ei henkilövahinkoa;;;
6732325;11681175;11521612;1;KU;60;M;;0;ei henkilövahinkoa;;;
6712449;11681431;11521656;1;KU;47;M;;0;ei henkilövahinkoa;;;
6732356;11681762;11533092;1;MA;22;N;;0;ei henkilövahinkoa;;;
6732356;11681762;11533093;1;KU;19;N;X;0;ei henkilövahinkoa;;;
6787018;11681776;11527530;1;KU;23;N;;0;ei henkilövahinkoa;;;
6787018;11681777;11527531;2;KU;66;M;;0;ei henkilövahinkoa;;;
6793085;11681816;11527574;1;KU;17;M;;L;loukkaantunut;;;
6793085;11681817;11527575;2;KU;51;M;;0;ei henkilövahinkoa;;;
6793085;11681818;11527576;3;KU;21;M;;0;ei henkilövahinkoa;;;
6703801;11682059;11522485;1;KU;18;M;;L;loukkaantunut;;;
6703801;11682060;11522486;2;KU;;M;;L;loukkaantunut;;;
6684590;11682070;11522497;1;KU;19;N;X;L;loukkaantunut;;;
6684590;11682070;11522498;1;MA;;N;;L;loukkaantunut;;;
6684590;11682070;11522499;1;MA;;N;;0;ei henkilövahinkoa;;;
6727922;11682073;11522502;1;KU;55;N;;0;ei henkilövahinkoa;;;
6727922;11682074;11522503;2;KU;40;M;;0;ei henkilövahinkoa;;;
6773837;11682319;11522558;1;KU;48;M;;0;ei henkilövahinkoa;;;
6723173;11682602;11522894;1;KU;73;M;;0;ei henkilövahinkoa;;;
6723173;11682603;11522895;2;KU;59;M;;0;ei henkilövahinkoa;;;
6726728;11682630;11523176;1;KU;;M;O;0;ei henkilövahinkoa;;;
6726728;11682630;11523177;1;MA;;M;;0;ei henkilövahinkoa;;;
6627211;11682635;11523182;1;KU;;M;;L;loukkaantunut;;;
6668672;11682639;11523186;1;KU;40;N;;0;ei henkilövahinkoa;;;
6668672;11682639;11523187;1;MA;;;;0;ei henkilövahinkoa;;;
6668672;11682639;11523188;1;MA;;;;0;ei henkilövahinkoa;;;
6668672;11682639;11523189;1;MA;;;;0;ei henkilövahinkoa;;;
6668672;11682639;11523190;1;MA;;;;0;ei henkilövahinkoa;;;
6668672;11682639;11523191;1;MA;;;;0;ei henkilövahinkoa;;;
6668672;11682639;11523192;1;MA;;;;0;ei henkilövahinkoa;;;
6595205;11682640;11523193;1;KU;38;M;;0;ei henkilövahinkoa;;;
6595205;11682640;11523194;1;MA;;;;0;ei henkilövahinkoa;;;
6595205;11682640;11523195;1;MA;;;;0;ei henkilövahinkoa;;;
6595205;11682640;11523196;1;MA;;;;0;ei henkilövahinkoa;;;
6595205;11682640;11523197;1;MA;;;;0;ei henkilövahinkoa;;;
6595205;11682640;11523198;1;MA;;;;0;ei henkilövahinkoa;;;
6595205;11682640;11523199;1;MA;;;;0;ei henkilövahinkoa;;;
6595206;11682847;11523202;1;KU;22;M;O;0;ei henkilövahinkoa;;;
6595206;11682847;11523203;1;MA;18;M;O;0;ei henkilövahinkoa;;;
6600372;11682848;11523204;1;KU;32;M;;L;loukkaantunut;;;
6600372;11682849;11523205;2;KU;21;M;;0;ei henkilövahinkoa;;;
6636684;11682858;11523214;1;KU;50;M;;0;ei henkilövahinkoa;;;
6556061;11682859;11523215;1;KU;21;M;;0;ei henkilövahinkoa;;;
6556061;11682860;11523216;2;KU;35;M;;0;ei henkilövahinkoa;;;
6600373;11682863;11523219;1;KU;52;M;;L;loukkaantunut;;;
6600373;11682864;11523220;2;KU;63;M;;0;ei henkilövahinkoa;;;
6588118;11682865;11523221;1;KU;39;M;;0;ei henkilövahinkoa;;;
6588118;11682866;11523222;2;KU;28;M;;0;ei henkilövahinkoa;;;
6588118;11682866;11523223;2;MA;;N;;0;ei henkilövahinkoa;;;
6636685;11682868;11523226;1;KU;55;M;;0;ei henkilövahinkoa;;;
6600306;11682881;11523247;1;KU;18;M;X;0;ei henkilövahinkoa;;;
6610020;11682884;11523511;1;KU;60;M;;0;ei henkilövahinkoa;;;
6610020;11682885;11523512;2;KU;62;N;;L;loukkaantunut;;;
6589459;11682886;11523513;1;KU;50;N;;0;ei henkilövahinkoa;;;
6589459;11682886;11523514;1;MA;;;;0;ei henkilövahinkoa;;;
6589459;11682886;11523515;1;MA;;;;0;ei henkilövahinkoa;;;
6589459;11682887;11523516;2;KU;50;M;;0;ei henkilövahinkoa;;;
6589459;11682887;11523517;2;MA;;;;0;ei henkilövahinkoa;;;
6589459;11682887;11523518;2;MA;;;;0;ei henkilövahinkoa;;;
6589459;11682887;11523519;2;MA;;;;0;ei henkilövahinkoa;;;
6589459;11682887;11523520;2;MA;;;;0;ei henkilövahinkoa;;;
6589459;11682887;11523521;2;MA;;;;0;ei henkilövahinkoa;;;
6645447;11682888;11523522;1;KU;62;M;;0;ei henkilövahinkoa;;;
6540782;11682891;11523525;1;KU;31;N;;0;ei henkilövahinkoa;;;
6540782;11682892;11523526;2;KU;19;M;;0;ei henkilövahinkoa;;;
6614187;11682893;11523527;1;KU;76;M;;0;ei henkilövahinkoa;;;
6614187;11682894;11523528;2;KU;;M;;0;ei henkilövahinkoa;;;
6636768;11682895;11523529;1;KU;;;;0;ei henkilövahinkoa;;;
6609940;11682897;11523531;1;KU;22;M;;L;loukkaantunut;;;
6609940;11682898;11523532;2;KU;41;N;;L;loukkaantunut;;;
6595260;11682901;11523535;1;KU;21;M;;0;ei henkilövahinkoa;;;
6595260;11682902;11523536;2;KU;;;;0;ei henkilövahinkoa;;;
6556149;11682907;11523542;1;KU;23;N;;0;ei henkilövahinkoa;;;
6521452;11682908;11523543;1;KU;19;M;X;0;ei henkilövahinkoa;;;
6565169;11682911;11523546;1;KU;30;M;;0;ei henkilövahinkoa;;;
6565169;11682912;11523547;2;KU;60;M;;0;ei henkilövahinkoa;;;
6482488;11682916;11523551;1;KU;67;M;;0;ei henkilövahinkoa;;;
6482488;11682917;11523552;2;KU;83;M;;0;ei henkilövahinkoa;;;
6482215;11683132;11523559;1;KU;22;N;;0;ei henkilövahinkoa;;;
6488081;11683135;11523566;1;KU;22;M;;0;ei henkilövahinkoa;;;
6488081;11683136;11523567;2;KU;38;M;;0;ei henkilövahinkoa;;;
6488081;11683137;11523568;3;KU;46;M;;0;ei henkilövahinkoa;;;
6559186;11683149;11523582;1;KU;71;M;;0;ei henkilövahinkoa;;;
6559186;11683150;11523583;2;KU;82;M;;0;ei henkilövahinkoa;;;
6560026;11683977;11524889;1;KU;56;M;;L;loukkaantunut;;;
6536814;11684197;11524902;1;KU;37;M;;0;ei henkilövahinkoa;;;
6527886;11684217;11524912;1;KU;34;M;;0;ei henkilövahinkoa;;;
6709227;11684235;11524925;1;KU;;N;;0;ei henkilövahinkoa;;;
6709227;11684236;11524926;2;KU;;M;;0;ei henkilövahinkoa;;;
6777172;11684239;11525152;1;KU;31;M;;0;ei henkilövahinkoa;;;
6703716;11684241;11525153;1;KU;58;M;;0;ei henkilövahinkoa;;;
6751019;11684248;11525157;1;KU;37;M;;0;ei henkilövahinkoa;;;
6732335;11684261;11525164;1;KU;30;M;;0;ei henkilövahinkoa;;;
6732335;11684261;11525165;1;MA;;N;;0;ei henkilövahinkoa;;;
6732335;11684261;11525166;1;MA;;;;0;ei henkilövahinkoa;;;
6732335;11684261;11525167;1;MA;;;;0;ei henkilövahinkoa;;;
6796734;11684280;11525177;1;KU;28;M;;0;ei henkilövahinkoa;;;
6750960;11684282;11525178;1;KU;34;M;;0;ei henkilövahinkoa;;;
6777379;11684524;11525203;1;KU;19;M;X;0;ei henkilövahinkoa;;;
6854922;11684534;11525208;1;KU;41;M;;0;ei henkilövahinkoa;;;
6923622;11684535;11525209;1;KU;55;M;;0;ei henkilövahinkoa;;;
6916113;11684561;11525228;1;KU;41;M;;0;ei henkilövahinkoa;;;
6875685;11684577;11525241;1;KU;;;;0;ei henkilövahinkoa;;;
6800911;11684824;11525260;1;KU;30;M;;0;ei henkilövahinkoa;;;
6896764;11684861;11525540;1;KU;67;M;;0;ei henkilövahinkoa;;;
6777198;11685122;11525582;1;KU;46;N;;0;ei henkilövahinkoa;;;
6728815;11685130;11525592;1;KU;35;M;;0;ei henkilövahinkoa;;;
6825508;11685158;11525608;1;KU;54;M;;0;ei henkilövahinkoa;;;
6750941;11685160;11525609;1;KU;60;N;;0;ei henkilövahinkoa;;;
6750942;11685166;11525614;1;KU;39;M;;0;ei henkilövahinkoa;;;
6726743;11685205;11525639;1;KU;36;M;;0;ei henkilövahinkoa;;;
6728867;11685222;11525650;1;KU;60;M;;0;ei henkilövahinkoa;;;
6595207;11685455;11525876;1;KU;40;N;;0;ei henkilövahinkoa;;;
6595207;11685455;11525877;1;MA;;;;0;ei henkilövahinkoa;;;
6595207;11685455;11525878;1;MA;;;;0;ei henkilövahinkoa;;;
6565170;11685467;11525883;1;KU;53;M;;0;ei henkilövahinkoa;;;
6565171;11685469;11525884;1;KU;39;M;;0;ei henkilövahinkoa;;;
6652021;11685471;11525885;1;KU;53;N;;L;loukkaantunut;;;
6609164;11681207;11525954;1;KU;19;N;X;0;ei henkilövahinkoa;;;
6609164;11681208;11525955;2;KU;24;M;;0;ei henkilövahinkoa;;;
6609164;11681208;11525956;2;MA;;;;0;ei henkilövahinkoa;;;
6609164;11681208;11525957;2;MA;;;;0;ei henkilövahinkoa;;;
6641202;11681209;11525958;1;KU;21;N;;0;ei henkilövahinkoa;;;
6641202;11681209;11525959;1;MA;;M;;0;ei henkilövahinkoa;;;
6641202;11681209;11525960;1;MA;1;M;;0;ei henkilövahinkoa;;;
6590156;11681231;11526257;1;KU;;M;O;0;ei henkilövahinkoa;;;
6558580;11681242;11526268;1;KU;52;M;;0;ei henkilövahinkoa;;;
6558580;11681243;11526269;2;KU;22;N;;0;ei henkilövahinkoa;;;
6606119;11681249;11526279;1;KU;33;N;;0;ei henkilövahinkoa;;;
6606119;11681250;11526280;2;KU;51;N;;0;ei henkilövahinkoa;;;
6640635;11681264;11526299;1;KU;60;M;;0;ei henkilövahinkoa;;;
6640635;11681265;11526300;2;MA;34;N;;0;ei henkilövahinkoa;;;
6640635;11681265;11526301;2;KU;34;M;;0;ei henkilövahinkoa;;;
6640635;11681266;11526302;3;KU;21;M;;0;ei henkilövahinkoa;;;
6640531;11681850;11526671;1;KU;51;M;;0;ei henkilövahinkoa;;;
6640531;11681851;11526672;2;KU;52;M;;0;ei henkilövahinkoa;;;
6694936;11681860;11526947;1;KU;33;M;;0;ei henkilövahinkoa;;;
6694936;11681861;11526948;2;KU;33;N;;0;ei henkilövahinkoa;;;
6641527;11682083;11527000;1;KU;20;M;;0;ei henkilövahinkoa;;;
6641527;11682084;11527001;2;KU;18;M;X;0;ei henkilövahinkoa;;;
6674198;11682089;11527005;1;KU;47;M;;0;ei henkilövahinkoa;;;
6699928;11682102;11527252;1;MA;5;N;;0;ei henkilövahinkoa;;;
6699928;11682102;11527253;1;KU;42;N;;0;ei henkilövahinkoa;;;
6699928;11682103;11527254;2;KU;30;M;;0;ei henkilövahinkoa;;;
6699928;11682104;11527255;3;KU;63;M;;0;ei henkilövahinkoa;;;
6691219;11682122;11527273;1;KU;40;N;;0;ei henkilövahinkoa;;;
6691219;11682123;11527274;2;KU;52;N;;0;ei henkilövahinkoa;;;
6560889;11682360;11527312;1;KU;;;;0;ei henkilövahinkoa;;;
6560889;11682361;11527313;2;JK;18;N;;L;loukkaantunut;;;
6666016;11682365;11527317;1;KU;36;M;;0;ei henkilövahinkoa;;;
6614003;11682406;11527623;1;KU;39;N;;0;ei henkilövahinkoa;;;
6614003;11682407;11527624;2;KU;29;N;;0;ei henkilövahinkoa;;;
6583342;11682419;11527637;1;KU;38;N;;0;ei henkilövahinkoa;;;
6583342;11682420;11527638;2;KU;40;M;;0;ei henkilövahinkoa;;;
6583342;11682421;11527639;3;KU;21;M;;0;ei henkilövahinkoa;;;
6632689;11682433;11527653;1;KU;38;M;;0;ei henkilövahinkoa;;;
6632689;11682434;11527654;2;KU;;M;;0;ei henkilövahinkoa;;;
6614379;11682435;11527655;1;KU;19;M;;0;ei henkilövahinkoa;;;
6614379;11682436;11527656;2;KU;29;M;;0;ei henkilövahinkoa;;;
6614379;11682437;11527657;3;KU;20;M;;0;ei henkilövahinkoa;;;
6627343;11682644;11527663;1;KU;26;M;;0;ei henkilövahinkoa;;;
6633511;11682647;11527670;1;MA;48;N;;0;ei henkilövahinkoa;;;
6633511;11682647;11527671;1;KU;49;M;;0;ei henkilövahinkoa;;;
6590681;11682660;11527684;1;KU;37;M;;0;ei henkilövahinkoa;;;
6548747;11682689;11527714;1;KU;27;N;;K;kuollut;;;
6548747;11682690;11527715;2;KU;30;M;U;0;ei henkilövahinkoa;;;
6533330;11682704;11522580;1;KU;;M;;0;ei henkilövahinkoa;;;
6533330;11682704;11522581;1;MA;;M;;0;ei henkilövahinkoa;;;
6533330;11682704;11522582;1;MA;;M;;0;ei henkilövahinkoa;;;
6482134;11682941;11522618;1;MA;24;N;;0;ei henkilövahinkoa;;;
6482134;11682941;11522619;1;MA;14;N;;0;ei henkilövahinkoa;;;
6482134;11682941;11522620;1;MA;23;N;;L;loukkaantunut;;;
6482134;11682941;11522621;1;MA;24;N;;0;ei henkilövahinkoa;;;
6482134;11682941;11522622;1;KU;50;M;;0;ei henkilövahinkoa;;;
6482134;11682942;11522623;2;KU;37;N;;0;ei henkilövahinkoa;;;
6482339;11682948;11522630;1;KU;47;M;;0;ei henkilövahinkoa;;;
6482339;11682949;11522631;2;MA;67;N;;0;ei henkilövahinkoa;;;
6482339;11682949;11522632;2;KU;69;M;;0;ei henkilövahinkoa;;;
6488750;11682950;11522633;1;KU;28;N;;L;loukkaantunut;;;
6488750;11682951;11522634;2;KU;30;M;;0;ei henkilövahinkoa;;;
6482524;11682952;11522635;1;KU;;M;;0;ei henkilövahinkoa;;;
6482530;11682953;11522636;1;MA;38;N;;L;loukkaantunut;;;
6482530;11682953;11522637;1;KU;36;N;;0;ei henkilövahinkoa;;;
6488640;11682957;11522641;1;KU;37;M;O;0;ei henkilövahinkoa;;;
6511717;11682961;11522645;1;KU;58;N;;0;ei henkilövahinkoa;;;
6511717;11682962;11522646;2;KU;39;N;;0;ei henkilövahinkoa;;;
6511717;11682963;11522647;3;KU;47;N;;L;loukkaantunut;;;
6511717;11682964;11522648;4;KU;62;N;;0;ei henkilövahinkoa;;;
6638239;11682982;11522919;1;KU;46;M;;0;ei henkilövahinkoa;;;
6638239;11682982;11522920;1;MA;;;;0;ei henkilövahinkoa;;;
6638239;11682983;11522921;2;KU;23;N;;L;loukkaantunut;;;
6638239;11682984;11522922;3;KU;52;M;;0;ei henkilövahinkoa;;;
6577936;11683767;11523673;1;KU;41;M;;0;ei henkilövahinkoa;;;
6577936;11683768;11523674;2;KU;;N;;0;ei henkilövahinkoa;;;
6632795;11683987;11523922;1;KU;47;M;;0;ei henkilövahinkoa;;;
6632795;11683988;11523923;2;KU;;M;;0;ei henkilövahinkoa;;;
6582126;11683989;11523924;1;KU;36;M;;0;ei henkilövahinkoa;;;
6582126;11683990;11523925;2;KU;;;;0;ei henkilövahinkoa;;;
6569397;11684010;11523948;1;MA;8;N;;0;ei henkilövahinkoa;;;
6569397;11684010;11523949;1;KU;27;N;X;L;loukkaantunut;;;
6569397;11684011;11523950;2;MA;1;M;;0;ei henkilövahinkoa;;;
6569397;11684011;11523951;2;MA;36;N;;0;ei henkilövahinkoa;;;
6569397;11684011;11523952;2;MA;1;N;;0;ei henkilövahinkoa;;;
6569397;11684011;11523953;2;KU;41;M;;0;ei henkilövahinkoa;;;
6499106;11684287;11523999;1;MA;34;M;;0;ei henkilövahinkoa;;;
6499106;11684287;11524000;1;MA;47;M;;0;ei henkilövahinkoa;;;
6499106;11684287;11524001;1;KU;43;M;;0;ei henkilövahinkoa;;;
6504334;11684317;11524271;1;KU;61;M;;0;ei henkilövahinkoa;;;
6504334;11684318;11524272;2;KU;69;M;;L;loukkaantunut;;;
6504334;11684319;11524273;3;KU;22;M;;0;ei henkilövahinkoa;;;
6558581;11684341;11524303;1;MA;15;M;;0;ei henkilövahinkoa;;;
6558581;11684341;11524304;1;MA;;N;;0;ei henkilövahinkoa;;;
6558581;11684341;11524305;1;MA;20;N;;0;ei henkilövahinkoa;;;
6558581;11684341;11524306;1;KU;43;M;;0;ei henkilövahinkoa;;;
6558581;11684342;11524307;2;MA;25;M;;0;ei henkilövahinkoa;;;
6558581;11684342;11524308;2;KU;26;M;;0;ei henkilövahinkoa;;;
6583295;11684347;11524315;1;MA;15;M;;L;loukkaantunut;;;
6583295;11684347;11524316;1;MA;16;M;;0;ei henkilövahinkoa;;;
6583295;11684347;11524317;1;MA;16;N;;L;loukkaantunut;;;
6583295;11684347;11524318;1;MA;15;N;;L;loukkaantunut;;;
6583295;11684347;11524319;1;MA;17;N;;L;loukkaantunut;;;
